detectionConfidence,boundingBoxMinX(px),boundingBoxMinY(px),boundingBoxMaxX(px),boundingBoxMaxY(px),ellipseCenterX(px),ellipseCenterY(px),ellipseSemimajor(px),ellipseSemiminor(px),ellipseRotation(deg),inputImage,crater_id_Robbins,crater_classification
1,1387,1294,1502,1406,1444.694580078125,1349.774658203125,57.35958862304688,55.33189010620117,157.35970306396484,orientation01_light01.png,04-1-000608,4
1,2302,247,2390,357,2345.61181640625,302.0514831542969,56.00361251831055,42.33791732788086,251.73416137695312,orientation01_light01.png,02-1-001566,3
1,2226,671,2319,784,2272.002197265625,727.3696899414062,56.65635299682617,46.77804565429688,90.43823277950288,orientation01_light01.png,02-1-001578,4
1,2158,1543,2252,1647,2204.9541015625,1595.0618896484375,54.95441818237305,44.65644836425781,118.06621551513672,orientation01_light01.png,02-1-001190,4
1,2214,983,2313,1087,2263.538818359375,1035.2596435546875,52.86926651000976,49.04170608520508,109.50149536132812,orientation01_light01.png,02-2-000802,4
1,1561,1606,1669,1709,1615.2916259765625,1657.535888671875,55.47148513793945,49.91984558105469,147.21768188476562,orientation01_light01.png,04-1-000525,4
1,1831,245,1929,345,1880.0384521484373,295.2822570800781,51.73263168334961,47.42501068115234,232.43487548828125,orientation01_light01.png,02-1-001711,3
1,1511,1509,1611,1603,1561.42626953125,1555.9710693359375,50.53157806396484,46.78584671020508,160.67636108398438,orientation01_light01.png,04-1-000565,4
1,1470,892,1572,990,1520.960205078125,940.9979858398438,51.91397094726562,48.36319351196289,208.9185256958008,orientation01_light01.png,02-1-001689,3
1,1193,1344,1296,1442,1244.5899658203125,1392.954345703125,51.73965454101562,48.09297180175781,191.64285278320312,orientation01_light01.png,04-1-000644,4
1,541,1839,635,1926,587.545654296875,1882.692138671875,49.9760627746582,40.87717819213867,212.9898452758789,orientation01_light01.png,04-1-000682,4
1,1069,1605,1157,1693,1112.8494873046875,1648.9185791015625,47.01890182495117,40.33523941040039,134.36069107055664,orientation01_light01.png,04-2-000012,4
1,1921,1571,2005,1655,1963.36279296875,1613.2557373046875,43.2890625,40.888729095458984,136.78488540649414,orientation01_light01.png,04-2-012663,4
1,530,203,615,289,572.5927124023438,245.88259887695312,45.93886184692383,40.33198547363281,132.44732284545898,orientation01_light01.png,03-1-000231,3
1,1278,1568,1366,1653,1322.00146484375,1610.73583984375,44.30706787109375,42.34718322753906,200.69802856445312,orientation01_light01.png,04-2-008300,4
1,1724,952,1808,1036,1766.18212890625,993.8167114257812,42.3585205078125,41.38426971435547,236.4355316162109,orientation01_light01.png,02-1-001648,4
1,2071,1461,2156,1544,2113.062744140625,1502.4146728515625,43.12226867675781,40.323516845703125,215.76598358154297,orientation01_light01.png,02-2-000929,4
1,0,0,1160,850,468.709716796875,121.3450698852539,765.2926025390625,650.9957275390625,125.40353775024414,orientation01_light02.png,00-1-000000,4
1,0,1135,486,1820,201.3674774169922,1477.7550048828125,342.76397705078125,284.1863098144531,92.98361086845398,orientation01_light02.png,00-1-000019,4
1,0,923,5,1601,-238.9248962402344,1262.058837890625,340.6763916015625,241.9164581298828,262.04246520996094,orientation01_light02.png,00-1-000033,4
1,2258,1272,2591,1833,2473.935791015625,1552.649169921875,292.694580078125,199.0030517578125,113.05053901672365,orientation01_light02.png,02-2-000004,4
1,2386,2028,2591,2047,2505.35107421875,2154.60400390625,153.8634490966797,81.31503295898438,132.08442306518555,orientation01_light02.png,04-2-000002,4
1,1434,1853,1727,2047,1580.5594482421875,1982.87109375,149.4425506591797,126.39037322998045,158.99017333984375,orientation01_light02.png,04-1-000727,4
1,1514,1236,1810,1534,1662.037109375,1385.4239501953125,149.955078125,147.41310119628906,118.0555305480957,orientation01_light02.png,04-1-000739,4
1,340,1245,591,1496,465.2463073730469,1370.17041015625,130.1385955810547,120.40418243408205,224.76968383789065,orientation01_light02.png,05-1-000020,4
1,625,1337,864,1583,744.6751098632812,1460.0279541015625,123.51526641845705,119.61349487304686,269.7317199707031,orientation01_light02.png,04-2-019014,4
1,2564,30,2591,239,2646.33154296875,134.408203125,112.57215118408205,71.53673553466797,241.60235595703125,orientation01_light02.png,02-1-001563,4
1,1296,2022,1505,2047,1400.4488525390625,2110.28759765625,104.43436431884766,88.47818756103516,181.02240753173828,orientation01_light02.png,04-1-000726,4
1,2226,1610,2396,1802,2311.279296875,1705.7574462890625,98.21688842773438,82.05777740478516,113.38670539855956,orientation01_light02.png,02-1-001191,4
1,2375,1571,2534,1751,2454.59521484375,1661.431396484375,95.16433715820312,72.4031753540039,121.03889274597168,orientation01_light02.png,02-1-000631,4
1,398,1698,568,1869,482.8245239257813,1783.85009765625,92.22193908691403,77.85639953613281,225.24783325195312,orientation01_light02.png,04-1-000704,4
1,2517,1844,2591,1993,2576.995849609375,1918.3165283203125,81.19743347167969,49.81139373779297,121.3219165802002,orientation01_light02.png,02-2-000005,4
1,1151,1501,1313,1638,1231.94287109375,1569.30078125,84.91604614257812,63.75667572021484,152.9273223876953,orientation01_light02.png,04-2-019033,4
1,1801,957,1963,1116,1882.1663818359373,1036.733642578125,83.80116271972656,76.52146911621094,218.7058563232422,orientation01_light02.png,02-2-000025,4
1,1848,839,2008,1019,1927.9681396484373,929.0134887695312,90.5113754272461,79.8291015625,103.0651559829712,orientation01_light02.png,02-2-000066,4
1,2369,555,2499,715,2433.807373046875,635.3629760742188,80.05689239501953,64.66546630859375,259.34442138671875,orientation01_light02.png,02-2-000014,4
1,1613,2033,1767,2047,1690.30029296875,2100.191650390625,81.59098815917969,61.90259170532226,150.63434982299805,orientation01_light02.png,04-1-000464,4
1,2430,161,2552,301,2490.58349609375,230.8684234619141,73.55184936523438,56.42271041870117,240.92225646972656,orientation01_light02.png,02-2-000021,4
1,2462,844,2582,1000,2521.6259765625,921.6485595703124,78.5984878540039,59.35189056396484,261.6727752685547,orientation01_light02.png,02-1-001284,4
1,1342,1409,1497,1564,1419.3662109375,1486.6614990234375,77.62000274658203,77.14771270751953,258.6607971191406,orientation01_light02.png,04-1-000595,4
1,2171,1412,2277,1544,2223.855712890625,1478.255615234375,66.81101989746094,52.35726165771484,259.7829132080078,orientation01_light02.png,02-2-001020,4
1,1332,1012,1481,1162,1406.7584228515625,1087.1175537109375,75.41402435302734,74.74869537353516,249.50161743164065,orientation01_light02.png,02-2-000026,4
1,1783,1190,1926,1322,1854.4578857421875,1256.2818603515625,73.70714569091797,63.38718032836914,151.24958419799805,orientation01_light02.png,02-2-000109,4
1,1322,845,1475,988,1398.7261962890625,916.8283081054688,76.04615783691406,71.44579315185547,170.14862823486328,orientation01_light02.png,02-2-002029,4
1,2250,842,2375,985,2312.852783203125,913.3067016601562,71.89775848388672,62.0738410949707,264.3122863769531,orientation01_light02.png,02-1-001261,4
1,1804,1370,1950,1507,1877.266357421875,1438.7159423828125,74.41946411132812,66.98757934570312,152.97610473632812,orientation01_light02.png,02-1-001199,4
1,2018,1167,2154,1306,2086.041015625,1236.77294921875,69.1473617553711,67.85553741455078,251.54916381835935,orientation01_light02.png,02-1-001227,4
1,2244,1327,2367,1463,2305.6708984375,1394.9892578125,69.11962890625,60.06786727905274,111.89329528808594,orientation01_light02.png,02-1-001188,4
1,420,952,563,1093,491.53814697265625,1022.5191650390624,73.522216796875,68.52497100830078,221.27700805664065,orientation01_light02.png,05-1-000067,4
1,526,843,666,989,595.9165649414062,916.0123901367188,73.41331481933594,69.41671752929688,109.41814613342284,orientation01_light02.png,05-1-000065,4
1,1427,602,1563,755,1494.968505859375,678.2874145507812,76.14469909667969,67.43523406982422,95.38134145736694,orientation01_light02.png,02-1-001696,4
1,2072,990,2197,1133,2134.44775390625,1061.7884521484375,71.94305419921875,62.39603424072266,96.35470342636108,orientation01_light02.png,02-2-000013,4
1,2356,955,2469,1090,2412.376953125,1022.2794799804688,67.85799407958984,56.7826156616211,90.52577644586565,orientation01_light02.png,02-1-001267,4
1,0,1047,108,1183,49.06809997558594,1114.800537109375,68.8839111328125,58.83219909667969,257.4284362792969,orientation01_light02.png,05-1-000155,4
1,2121,145,2235,274,2177.646484375,209.1634063720703,67.68596649169922,53.87959289550781,241.1542816162109,orientation01_light02.png,02-1-001721,4
1,1486,956,1621,1091,1553.2427978515625,1023.5869140625,69.83528900146484,65.69477081298828,133.1096420288086,orientation01_light02.png,02-2-002028,4
1,332,1133,437,1256,384.8728942871094,1194.515869140625,63.44065475463867,50.66545486450195,111.652099609375,orientation01_light02.png,05-2-014798,4
1,1242,1138,1378,1270,1310.0,1204.0,68.86153411865234,65.36946868896484,154.50279998779297,orientation01_light02.png,04-2-000011,4
1,751,971,880,1104,815.4942016601562,1037.514404296875,66.69265747070312,64.10838317871094,110.8982391357422,orientation01_light02.png,05-2-014796,4
1,1987,767,2100,905,2043.55126953125,836.0679931640625,69.99050903320312,55.78720092773438,256.146484375,orientation01_light02.png,02-2-000024,4
1,1301,663,1426,796,1363.099365234375,729.0517578125,66.11592864990234,62.9867172241211,92.69681000709534,orientation01_light02.png,02-2-000027,4
1,1660,620,1775,744,1717.545654296875,682.0398559570312,64.59516906738281,54.5728874206543,240.32247924804688,orientation01_light02.png,02-1-001697,4
1,1075,993,1206,1120,1140.4959716796875,1056.226806640625,66.2606430053711,62.48240661621094,206.6382369995117,orientation01_light02.png,04-1-000688,4
1,1738,1110,1853,1237,1795.634521484375,1173.2130126953125,63.93146514892578,57.80773162841797,94.23140859603882,orientation01_light02.png,02-1-001666,4
1,2458,389,2553,503,2505.435546875,446.3717346191406,59.7953987121582,44.54685592651367,244.2938537597656,orientation01_light02.png,02-2-000015,4
1,863,1547,984,1661,923.6060180664062,1604.0291748046875,60.51233673095703,56.9214973449707,192.0208282470703,orientation01_light02.png,04-1-000722,4
1,2199,1061,2298,1172,2248.315185546875,1116.9403076171875,55.94113159179688,49.06976699829102,264.8578186035156,orientation01_light02.png,02-1-001258,4
1,2314,472,2434,585,2374.06298828125,528.65478515625,63.27432250976562,52.74512100219726,215.5970230102539,orientation01_light02.png,02-2-002022,3
1,2446,613,2532,725,2489.40771484375,669.1922607421875,56.17597198486328,42.456520080566406,259.9042205810547,orientation01_light02.png,02-1-001290,4
1,1387,1294,1502,1406,1444.694580078125,1349.774658203125,57.35958862304688,55.33189010620117,157.35970306396484,orientation01_light02.png,04-1-000608,4
1,2302,247,2390,357,2345.61181640625,302.0514831542969,56.00361251831055,42.33791732788086,251.73416137695312,orientation01_light02.png,02-1-001566,3
1,2226,671,2319,784,2272.002197265625,727.3696899414062,56.65635299682617,46.77804565429688,90.43823277950288,orientation01_light02.png,02-1-001578,4
1,2158,1543,2252,1647,2204.9541015625,1595.0618896484375,54.95441818237305,44.65644836425781,118.06621551513672,orientation01_light02.png,02-1-001190,4
1,2214,983,2313,1087,2263.538818359375,1035.2596435546875,52.86926651000976,49.04170608520508,109.50149536132812,orientation01_light02.png,02-2-000802,4
1,1561,1606,1669,1709,1615.2916259765625,1657.535888671875,55.47148513793945,49.91984558105469,147.21768188476562,orientation01_light02.png,04-1-000525,4
1,1831,245,1929,345,1880.0384521484373,295.2822570800781,51.73263168334961,47.42501068115234,232.43487548828125,orientation01_light02.png,02-1-001711,3
1,1511,1509,1611,1603,1561.42626953125,1555.9710693359375,50.53157806396484,46.78584671020508,160.67636108398438,orientation01_light02.png,04-1-000565,4
1,1470,892,1572,990,1520.960205078125,940.9979858398438,51.91397094726562,48.36319351196289,208.9185256958008,orientation01_light02.png,02-1-001689,3
1,1193,1344,1296,1442,1244.5899658203125,1392.954345703125,51.73965454101562,48.09297180175781,191.64285278320312,orientation01_light02.png,04-1-000644,4
1,541,1839,635,1926,587.545654296875,1882.692138671875,49.9760627746582,40.87717819213867,212.9898452758789,orientation01_light02.png,04-1-000682,4
1,1069,1605,1157,1693,1112.8494873046875,1648.9185791015625,47.01890182495117,40.33523941040039,134.36069107055664,orientation01_light02.png,04-2-000012,4
1,1921,1571,2005,1655,1963.36279296875,1613.2557373046875,43.2890625,40.888729095458984,136.78488540649414,orientation01_light02.png,04-2-012663,4
1,530,203,615,289,572.5927124023438,245.88259887695312,45.93886184692383,40.33198547363281,132.44732284545898,orientation01_light02.png,03-1-000231,3
1,1278,1568,1366,1653,1322.00146484375,1610.73583984375,44.30706787109375,42.34718322753906,200.69802856445312,orientation01_light02.png,04-2-008300,4
1,1724,952,1808,1036,1766.18212890625,993.8167114257812,42.3585205078125,41.38426971435547,236.4355316162109,orientation01_light02.png,02-1-001648,4
1,2071,1461,2156,1544,2113.062744140625,1502.4146728515625,43.12226867675781,40.323516845703125,215.76598358154297,orientation01_light02.png,02-2-000929,4
1,0,0,1160,850,468.709716796875,121.3450698852539,765.2926025390625,650.9957275390625,125.40353775024414,orientation01_light03.png,00-1-000000,4
1,0,1135,486,1820,201.3674774169922,1477.7550048828125,342.76397705078125,284.1863098144531,92.98361086845398,orientation01_light03.png,00-1-000019,4
1,0,923,5,1601,-238.9248962402344,1262.058837890625,340.6763916015625,241.9164581298828,262.04246520996094,orientation01_light03.png,00-1-000033,4
1,2258,1272,2591,1833,2473.935791015625,1552.649169921875,292.694580078125,199.0030517578125,113.05053901672365,orientation01_light03.png,02-2-000004,4
1,2386,2028,2591,2047,2505.35107421875,2154.60400390625,153.8634490966797,81.31503295898438,132.08442306518555,orientation01_light03.png,04-2-000002,4
1,1434,1853,1727,2047,1580.5594482421875,1982.87109375,149.4425506591797,126.39037322998045,158.99017333984375,orientation01_light03.png,04-1-000727,4
1,1514,1236,1810,1534,1662.037109375,1385.4239501953125,149.955078125,147.41310119628906,118.0555305480957,orientation01_light03.png,04-1-000739,4
1,340,1245,591,1496,465.2463073730469,1370.17041015625,130.1385955810547,120.40418243408205,224.76968383789065,orientation01_light03.png,05-1-000020,4
1,625,1337,864,1583,744.6751098632812,1460.0279541015625,123.51526641845705,119.61349487304686,269.7317199707031,orientation01_light03.png,04-2-019014,4
1,2564,30,2591,239,2646.33154296875,134.408203125,112.57215118408205,71.53673553466797,241.60235595703125,orientation01_light03.png,02-1-001563,4
1,1296,2022,1505,2047,1400.4488525390625,2110.28759765625,104.43436431884766,88.47818756103516,181.02240753173828,orientation01_light03.png,04-1-000726,4
1,2226,1610,2396,1802,2311.279296875,1705.7574462890625,98.21688842773438,82.05777740478516,113.38670539855956,orientation01_light03.png,02-1-001191,4
1,2375,1571,2534,1751,2454.59521484375,1661.431396484375,95.16433715820312,72.4031753540039,121.03889274597168,orientation01_light03.png,02-1-000631,4
1,398,1698,568,1869,482.8245239257813,1783.85009765625,92.22193908691403,77.85639953613281,225.24783325195312,orientation01_light03.png,04-1-000704,4
1,2517,1844,2591,1993,2576.995849609375,1918.3165283203125,81.19743347167969,49.81139373779297,121.3219165802002,orientation01_light03.png,02-2-000005,4
1,1151,1501,1313,1638,1231.94287109375,1569.30078125,84.91604614257812,63.75667572021484,152.9273223876953,orientation01_light03.png,04-2-019033,4
1,1801,957,1963,1116,1882.1663818359373,1036.733642578125,83.80116271972656,76.52146911621094,218.7058563232422,orientation01_light03.png,02-2-000025,4
1,1848,839,2008,1019,1927.9681396484373,929.0134887695312,90.5113754272461,79.8291015625,103.0651559829712,orientation01_light03.png,02-2-000066,4
1,2369,555,2499,715,2433.807373046875,635.3629760742188,80.05689239501953,64.66546630859375,259.34442138671875,orientation01_light03.png,02-2-000014,4
1,1613,2033,1767,2047,1690.30029296875,2100.191650390625,81.59098815917969,61.90259170532226,150.63434982299805,orientation01_light03.png,04-1-000464,4
1,2430,161,2552,301,2490.58349609375,230.8684234619141,73.55184936523438,56.42271041870117,240.92225646972656,orientation01_light03.png,02-2-000021,4
1,2462,844,2582,1000,2521.6259765625,921.6485595703124,78.5984878540039,59.35189056396484,261.6727752685547,orientation01_light03.png,02-1-001284,4
1,1342,1409,1497,1564,1419.3662109375,1486.6614990234375,77.62000274658203,77.14771270751953,258.6607971191406,orientation01_light03.png,04-1-000595,4
1,2171,1412,2277,1544,2223.855712890625,1478.255615234375,66.81101989746094,52.35726165771484,259.7829132080078,orientation01_light03.png,02-2-001020,4
1,1332,1012,1481,1162,1406.7584228515625,1087.1175537109375,75.41402435302734,74.74869537353516,249.50161743164065,orientation01_light03.png,02-2-000026,4
1,1783,1190,1926,1322,1854.4578857421875,1256.2818603515625,73.70714569091797,63.38718032836914,151.24958419799805,orientation01_light03.png,02-2-000109,4
1,1322,845,1475,988,1398.7261962890625,916.8283081054688,76.04615783691406,71.44579315185547,170.14862823486328,orientation01_light03.png,02-2-002029,4
1,2250,842,2375,985,2312.852783203125,913.3067016601562,71.89775848388672,62.0738410949707,264.3122863769531,orientation01_light03.png,02-1-001261,4
1,1804,1370,1950,1507,1877.266357421875,1438.7159423828125,74.41946411132812,66.98757934570312,152.97610473632812,orientation01_light03.png,02-1-001199,4
1,2018,1167,2154,1306,2086.041015625,1236.77294921875,69.1473617553711,67.85553741455078,251.54916381835935,orientation01_light03.png,02-1-001227,4
1,2244,1327,2367,1463,2305.6708984375,1394.9892578125,69.11962890625,60.06786727905274,111.89329528808594,orientation01_light03.png,02-1-001188,4
1,420,952,563,1093,491.53814697265625,1022.5191650390624,73.522216796875,68.52497100830078,221.27700805664065,orientation01_light03.png,05-1-000067,4
1,526,843,666,989,595.9165649414062,916.0123901367188,73.41331481933594,69.41671752929688,109.41814613342284,orientation01_light03.png,05-1-000065,4
1,1427,602,1563,755,1494.968505859375,678.2874145507812,76.14469909667969,67.43523406982422,95.38134145736694,orientation01_light03.png,02-1-001696,4
1,2072,990,2197,1133,2134.44775390625,1061.7884521484375,71.94305419921875,62.39603424072266,96.35470342636108,orientation01_light03.png,02-2-000013,4
1,2356,955,2469,1090,2412.376953125,1022.2794799804688,67.85799407958984,56.7826156616211,90.52577644586565,orientation01_light03.png,02-1-001267,4
1,0,1047,108,1183,49.06809997558594,1114.800537109375,68.8839111328125,58.83219909667969,257.4284362792969,orientation01_light03.png,05-1-000155,4
1,2121,145,2235,274,2177.646484375,209.1634063720703,67.68596649169922,53.87959289550781,241.1542816162109,orientation01_light03.png,02-1-001721,4
1,1486,956,1621,1091,1553.2427978515625,1023.5869140625,69.83528900146484,65.69477081298828,133.1096420288086,orientation01_light03.png,02-2-002028,4
1,332,1133,437,1256,384.8728942871094,1194.515869140625,63.44065475463867,50.66545486450195,111.652099609375,orientation01_light03.png,05-2-014798,4
1,1242,1138,1378,1270,1310.0,1204.0,68.86153411865234,65.36946868896484,154.50279998779297,orientation01_light03.png,04-2-000011,4
1,751,971,880,1104,815.4942016601562,1037.514404296875,66.69265747070312,64.10838317871094,110.8982391357422,orientation01_light03.png,05-2-014796,4
1,1987,767,2100,905,2043.55126953125,836.0679931640625,69.99050903320312,55.78720092773438,256.146484375,orientation01_light03.png,02-2-000024,4
1,1301,663,1426,796,1363.099365234375,729.0517578125,66.11592864990234,62.9867172241211,92.69681000709534,orientation01_light03.png,02-2-000027,4
1,1660,620,1775,744,1717.545654296875,682.0398559570312,64.59516906738281,54.5728874206543,240.32247924804688,orientation01_light03.png,02-1-001697,4
1,1075,993,1206,1120,1140.4959716796875,1056.226806640625,66.2606430053711,62.48240661621094,206.6382369995117,orientation01_light03.png,04-1-000688,4
1,1738,1110,1853,1237,1795.634521484375,1173.2130126953125,63.93146514892578,57.80773162841797,94.23140859603882,orientation01_light03.png,02-1-001666,4
1,2458,389,2553,503,2505.435546875,446.3717346191406,59.7953987121582,44.54685592651367,244.2938537597656,orientation01_light03.png,02-2-000015,4
1,863,1547,984,1661,923.6060180664062,1604.0291748046875,60.51233673095703,56.9214973449707,192.0208282470703,orientation01_light03.png,04-1-000722,4
1,2199,1061,2298,1172,2248.315185546875,1116.9403076171875,55.94113159179688,49.06976699829102,264.8578186035156,orientation01_light03.png,02-1-001258,4
1,2314,472,2434,585,2374.06298828125,528.65478515625,63.27432250976562,52.74512100219726,215.5970230102539,orientation01_light03.png,02-2-002022,3
1,2446,613,2532,725,2489.40771484375,669.1922607421875,56.17597198486328,42.456520080566406,259.9042205810547,orientation01_light03.png,02-1-001290,4
1,1387,1294,1502,1406,1444.694580078125,1349.774658203125,57.35958862304688,55.33189010620117,157.35970306396484,orientation01_light03.png,04-1-000608,4
